sorszam,szk_nev,evk,evk_nev,cim,akadaly,szamlKijelolt,atjKijelolt,telepSzintu,indulo,honos,osszesen,maz,taz,version
001,"Nágocs, 001. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK","8674 Nágocs, Hősök tere 10. (Községháza)",I,N,I,I,459,459,459,15,137,01131852
001,"Nemesdéd, 001. számú szavazókör",03,"SOMOGY megye, 03. számú OEVK"," Nemesdéd, Fő utca 137. (Kultúrotthon)",I,N,I,I,490,490,490,15,138,01131852
001,"Nemeskisfalud, 001. számú szavazókör",03,"SOMOGY megye, 03. számú OEVK"," Nemeskisfalud, Madarász utca 3. (Művelődési Ház)",I,N,I,I,71,71,71,15,139,01131852
001,"Nemesvid, 001. számú szavazókör",03,"SOMOGY megye, 03. számú OEVK"," Nemesvid, Május 1. utca 2. /Kultúrház/",I,N,I,I,467,467,467,15,140,01131852
001,"Nikla, 001. számú szavazókör",03,"SOMOGY megye, 03. számú OEVK","8706 Nikla,  Berzsenyi Dániel utca 51. (Házasságkötő terem)",I,N,I,I,491,491,491,15,141,01131852
001,"Nyim, 001. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK"," Nyim, Fő utca 65. (Önkormányzat helyisége)",I,N,I,I,275,275,275,15,142,01131852
001,"Orci, 001. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK"," Orci, Petőfi tér 2.",I,N,I,I,460,460,460,15,143,01131852
001,"Ordacsehi, 001. számú szavazókör",03,"SOMOGY megye, 03. számú OEVK"," Ordacsehi, Fő utca 56. (Művelődési Ház)",I,N,I,I,653,653,653,15,144,01131852
001,"Osztopán, 001. számú szavazókör",03,"SOMOGY megye, 03. számú OEVK","7444 Osztopán, Fő. u. 11. ( Művelődési Ház)",I,N,I,I,570,570,570,15,145,01131852
001,"Öreglak, 001. számú szavazókör",03,"SOMOGY megye, 03. számú OEVK","8697 Öreglak, Fő utca 14. (Községháza, színházterem)",I,N,I,I,579,579,579,15,146,01131852
002,"Öreglak, 002. számú szavazókör",03,"SOMOGY megye, 03. számú OEVK","8697 Öreglak, Fő utca 14/e. (Házasságkötő)",I,N,N,N,592,592,592,15,146,01131852
001,"Ötvöskónyi, 001. számú szavazókör",02,"SOMOGY megye, 02. számú OEVK"," Ötvöskónyi, Eötvös utca 1. (Kultúrház)",I,N,I,I,640,638,638,15,147,01131852
001,"Őrtilos, 001. számú szavazókör",02,"SOMOGY megye, 02. számú OEVK"," Őrtilos, Szentmihályhegy 102. (Kultúrterem)",I,N,N,N,92,92,92,15,148,01131852
002,"Őrtilos, 002. számú szavazókör",02,"SOMOGY megye, 02. számú OEVK"," Őrtilos, Rákóczi utca 46. (Kultúrotthon)",I,N,I,I,277,277,277,15,148,01131852
001,"Pamuk, 001. számú szavazókör",03,"SOMOGY megye, 03. számú OEVK","8698 Pamuk, Petőfi Sándor utca 76. (Orvosi rendelő)",I,N,I,I,188,189,189,15,149,01131852
001,"Patalom, 001. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK"," Patalom, Kossuth Lajos u. 53. (Kultúrház)",I,N,I,I,229,229,229,15,150,01131852
001,"Patca, 001. számú szavazókör",01,"SOMOGY megye, 01. számú OEVK","7477 Patca, Fő u. 9. (Faluház)",I,N,I,I,53,53,53,15,151,01131852
001,"Patosfa, 001. számú szavazókör",02,"SOMOGY megye, 02. számú OEVK"," Patosfa, Fő utca 75. (Községháza)",I,N,I,I,204,204,204,15,152,01131852
001,"Pálmajor, 001. számú szavazókör",03,"SOMOGY megye, 03. számú OEVK","7561 Pálmajor, Akácfa u. 119. (Közösségi ház)",I,N,I,I,223,223,223,15,153,01131852
001,"Péterhida, 001. számú szavazókör",02,"SOMOGY megye, 02. számú OEVK"," Péterhida, Fő u. 50. (Művelődési Ház)",I,N,I,I,127,127,127,15,154,01131852
001,"Pogányszentpéter, 001. számú szavazókör",02,"SOMOGY megye, 02. számú OEVK"," Pogányszentpéter, Bajcsy utca (Művelődési otthon)",I,N,I,I,403,403,403,15,155,01131852
001,"Polány, 001. számú szavazókör",03,"SOMOGY megye, 03. számú OEVK","7458 Polány, Fő utca 30. (Kultúrház)",I,N,I,I,175,175,175,15,156,01131852
001,"Porrog, 001. számú szavazókör",02,"SOMOGY megye, 02. számú OEVK"," Porrog, Fő utca 32. (Kultúrotthon)",I,N,I,I,157,157,157,15,157,01131852
001,"Porrogszentkirály, 001. számú szavazókör",02,"SOMOGY megye, 02. számú OEVK"," Porrogszentkirály, Fő utca 184. (Kultúrotthon)",I,N,I,I,218,218,218,15,158,01131852
001,"Porrogszentpál, 001. számú szavazókör",02,"SOMOGY megye, 02. számú OEVK"," Porrogszentpál, Fő utca 31-33. (Kultúrotthon)",I,N,I,I,64,64,64,15,159,01131852
001,"Potony, 001. számú szavazókör",02,"SOMOGY megye, 02. számú OEVK"," Potony, Petőfi utca 10. (Művelődési Ház)",I,N,I,I,152,152,152,15,160,01131852
001,"Pusztakovácsi, 001. számú szavazókör",03,"SOMOGY megye, 03. számú OEVK"," Pusztakovácsi, Fő utca 117. (Kultúrház)",I,N,I,I,487,486,486,15,161,01131852
002,"Pusztakovácsi, 002. számú szavazókör",03,"SOMOGY megye, 03. számú OEVK"," Pusztakovácsi, Kürtöspuszta (Kultúrház)",I,N,N,N,118,118,118,15,161,01131852
001,"Pusztaszemes, 001. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK"," Pusztaszemes, Kossuth Lajos utca 53. (Kultúrház)",I,N,I,I,334,331,331,15,162,01131852
001,"Ráksi, 001. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK"," Ráksi, Fő u. 18. (Kultúrotthon)",I,N,I,I,380,380,380,15,163,01131852
001,"Rinyabesenyő, 001. számú szavazókör",02,"SOMOGY megye, 02. számú OEVK"," Rinyabesenyő, Kossuth utca 7. (Művelődési Ház)",I,N,I,I,138,138,138,15,164,01131852
001,"Rinyakovácsi, 001. számú szavazókör",02,"SOMOGY megye, 02. számú OEVK"," Rinyakovácsi, Fő utca 12. (Kultúrház)",I,N,I,I,123,123,123,15,165,01131852
001,"Rinyaszentkirály, 001. számú szavazókör",02,"SOMOGY megye, 02. számú OEVK"," Rinyaszentkirály, Fő utca 56. (Községháza)",I,N,I,I,284,284,284,15,166,01131852
001,"Rinyaújlak, 001. számú szavazókör",02,"SOMOGY megye, 02. számú OEVK","7556 Rinyaújlak, Kossuth u. 67. (Községháza)",I,N,I,I,227,227,227,15,167,01131852
001,"Rinyaújnép, 001. számú szavazókör",02,"SOMOGY megye, 02. számú OEVK"," Rinyaújnép, Gábor A. u. 24. (Művelődési Ház)",I,N,I,I,29,29,29,15,168,01131852
001,"Ságvár, 001. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK"," Ságvár, Fő utca 16. (Községháza)",I,N,N,N,820,820,820,15,169,01131852
002,"Ságvár, 002. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK"," Ságvár, Fő utca 16/a. (Kultúrház)",I,N,I,I,776,776,776,15,169,01131852
001,"Sántos, 001. számú szavazókör",01,"SOMOGY megye, 01. számú OEVK","7479 Sántos, Fő utca 112. (Idősek klubja)",I,N,I,I,428,428,428,15,170,01131852
001,"Sávoly, 001. számú szavazókör",03,"SOMOGY megye, 03. számú OEVK"," Sávoly, Rákóczi utca 98/A (Agroturisztika)",I,N,I,I,334,334,334,15,171,01131852
001,"Segesd, 001. számú szavazókör",02,"SOMOGY megye, 02. számú OEVK"," Segesd, Iskola utca 1. (Általános Iskola)",I,N,N,N,867,867,867,15,172,01131852
002,"Segesd, 002. számú szavazókör",02,"SOMOGY megye, 02. számú OEVK"," Segesd, Teleki u. 2. (Művelődési Ház)",I,N,I,I,1000,1000,1000,15,172,01131852
001,"Sérsekszőlős, 001. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK","8660 Sérsekszőlős, Szabadság u. 15. (Polgármesteri Hivatal)",I,N,I,I,116,116,116,15,173,01131852
001,"Simonfa, 001. számú szavazókör",01,"SOMOGY megye, 01. számú OEVK","7474 Simonfa, Dózsa Gy u. 50/A (Kultúrház)",I,N,I,I,300,300,300,15,174,01131852
001,"Siófok, 001. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK"," Siófok, Baross G. utca 100. (Sóstói Strand főépület)",N,N,N,N,301,301,301,15,175,01131852
002,"Siófok, 002. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK"," Siófok, Szent László utca 183. (Galérius Élményfürdő)",I,N,N,N,785,785,785,15,175,01131852
003,"Siófok, 003. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK","8600 Siófok, Petőfi sétány 3. (Balaton-parti Kft. főépülete)",I,N,N,N,585,585,585,15,175,01131852
004,"Siófok, 004. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK"," Siófok, Mártírok útja 1.  (Művészeti Iskola)",I,N,I,I,458,458,458,15,175,01131852
005,"Siófok, 005. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK"," Siófok, Bakony utca 2. (Baross Gábor Technikum és Szakkép)",I,N,N,N,1277,1277,1277,15,175,01131852
006,"Siófok, 006. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK"," Siófok, Bókay utca 2. (Nyolcszínvirág Óvoda)",I,N,N,N,883,882,882,15,175,01131852
007,"Siófok, 007. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK"," Siófok, Vámház utca 6. (Balatoni Vízügyi Kirendeltség)",I,N,N,N,940,940,940,15,175,01131852
008,"Siófok, 008. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK"," Siófok, Koch R. utca 8. (Krúdy Gyula Technikum és Gimáziu)",I,N,N,N,859,858,858,15,175,01131852
009,"Siófok, 009. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK","8600 Siófok, Koch R. utca 8. (Krúdy Gyula Tecnhikum és Gimáziu)",I,N,N,N,938,937,937,15,175,01131852
010,"Siófok, 010. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK","8600 Siófok, Fő tér 2. (Kálmán Imre Művelődési Központ)",I,N,N,N,1123,1123,1123,15,175,01131852
011,"Siófok, 011. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK"," Siófok, Március 15. park 1. (Gimnázium)",I,I,N,N,637,637,637,15,175,01131852
012,"Siófok, 012. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK"," Siófok, Tanácsház utca 8. (Lapostetős általános isk.)",I,N,N,N,566,566,566,15,175,01131852
013,"Siófok, 013. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK"," Siófok, Széchenyi utca 13. (Széchenyi utcai iskola)",N,N,N,N,867,867,867,15,175,01131852
014,"Siófok, 014. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK"," Siófok, Fő utca 218. (Városi Bölcsőde)",I,N,N,N,741,741,741,15,175,01131852
015,"Siófok, 015. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK"," Siófok, Kele utca 33. (Általános iskola)",I,N,N,N,785,782,782,15,175,01131852
016,"Siófok, 016. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK","8600 Siófok, Fő utca 218. (Evangélikus templom mögötti óvoda)",I,N,N,N,822,822,822,15,175,01131852
017,"Siófok, 017. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK"," Siófok, Áchim A. utca 1. (Pöttyös Óvoda)",I,N,N,N,1144,1144,1144,15,175,01131852
018,"Siófok, 018. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK"," Siófok, Csárdaréti utca 7. (Pitypang Óvoda)",I,N,N,N,1067,1066,1066,15,175,01131852
019,"Siófok, 019. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK"," Siófok, Csárdaréti utca 7. (Pitypang Óvoda)",I,N,N,N,1176,1176,1176,15,175,01131852
020,"Siófok, 020. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK"," Siófok, Csárdaréti utca 7. (Pitypang Óvoda)",I,N,N,N,1342,1341,1341,15,175,01131852
021,"Siófok, 021. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK"," Siófok, Asztalos utca 18. (Általános iskola)",I,N,N,N,1362,1361,1361,15,175,01131852
022,"Siófok, 022. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK"," Siófok, Diófás utca 71. (Töreki orvosi rendelő)",I,N,N,N,289,289,289,15,175,01131852
023,"Siófok, 023. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK","8600 Siófok, Koch R. utca 8. (Krúdy Gyula Technikum és Gimnázi)",I,N,N,N,678,678,678,15,175,01131852
024,"Siófok, 024. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK","8600 Siófok, Bókay utca 2/A (Katicabogár Óvoda)",I,N,N,N,824,824,824,15,175,01131852
001,"Siójut, 001. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK"," Siójut, Kossuth L. utca 14. (Önkormányzat)",I,N,I,I,532,533,533,15,176,01131852
001,"Som, 001. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK"," Som, Ady Endre utca 35/a. (Közösségi ház)",I,N,I,I,573,573,573,15,177,01131852
001,"Somodor, 001. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK"," Somodor, Kossuth L. u. 109. (Tanácsterem)",I,N,I,I,328,328,328,15,178,01131852
001,"Somogyacsa, 001. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK"," Somogyacsa, Kossuth Lajos u. 187. (Orvosi rendelő)",I,N,I,I,114,114,114,15,179,01131852
001,"Somogyaracs, 001. számú szavazókör",02,"SOMOGY megye, 02. számú OEVK","7584 Somogyaracs, Fő u. 98. (Faluház)",I,N,I,I,106,106,106,15,180,01131852
001,"Somogyaszaló, 001. számú szavazókör",03,"SOMOGY megye, 03. számú OEVK"," Somogyaszaló, Kossuth u. 83. (Kultúrház)",I,N,I,I,471,470,470,15,181,01131852
002,"Somogyaszaló, 002. számú szavazókör",03,"SOMOGY megye, 03. számú OEVK","7452 Somogyaszaló, Dózsa u. 47. (Faluház)",I,N,N,N,127,127,127,15,181,01131852
001,"Somogybabod, 001. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK"," Somogybabod, Kossuth Lajos u. 24. (Művelődési Ház)",I,N,I,I,392,392,392,15,182,01131852
001,"Somogybükkösd, 001. számú szavazókör",02,"SOMOGY megye, 02. számú OEVK"," Somogybükkösd, Fő utca 92. (Kultúrotthon)",I,N,I,I,73,73,73,15,183,01131852
001,"Somogycsicsó, 001. számú szavazókör",02,"SOMOGY megye, 02. számú OEVK"," Somogycsicsó, Rákóczi utca 1. (volt Általános Iskola)",I,N,I,I,114,114,114,15,184,01131852
001,"Somogydöröcske, 001. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK"," Somogydöröcske, Keleti u. 79. (Kultúrház)",I,N,I,I,115,115,115,15,185,01131852
001,"Somogyegres, 001. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK"," Somogyegres, Petőfi utca 3. (Önkormányzati Hivatal)",I,N,I,I,152,152,152,15,186,01131852
001,"Somogyfajsz, 001. számú szavazókör",03,"SOMOGY megye, 03. számú OEVK"," Somogyfajsz, Kossuth L. utca  63. (Polgármesteri Hivatal)",I,N,I,I,382,383,383,15,187,01131852
001,"Somogygeszti, 001. számú szavazókör",03,"SOMOGY megye, 03. számú OEVK","7455 Somogygeszti, Béke tér 5. (Kultúrotthon)",I,N,I,I,332,332,332,15,188,01131852
001,"Somogyjád, 001. számú szavazókör",03,"SOMOGY megye, 03. számú OEVK"," Somogyjád, Kossuth Lajos utca 18. (Művelődési Ház)",I,N,I,I,537,537,537,15,189,01131852
002,"Somogyjád, 002. számú szavazókör",03,"SOMOGY megye, 03. számú OEVK"," Somogyjád, Bogáti utca 1. (Általános Iskola)",I,N,N,N,709,708,708,15,189,01131852
001,"Somogymeggyes, 001. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK"," Somogymeggyes, Akácfa utca 4. (Önkormányzati Hivatal)",I,N,I,I,386,386,386,15,190,01131852
001,"Somogysámson, 001. számú szavazókör",03,"SOMOGY megye, 03. számú OEVK"," Somogysámson, Fő utca 153. /Iskola Ebédlő/",I,N,I,I,498,498,498,15,191,01131852
001,"Somogysárd, 001. számú szavazókör",03,"SOMOGY megye, 03. számú OEVK","7435 Somogysárd, Fő utca 22.  (Polgármesteri Hivatal)",I,N,I,I,1024,1021,1021,15,192,01131852
001,"Somogysimonyi, 001. számú szavazókör",03,"SOMOGY megye, 03. számú OEVK"," Somogysimonyi, Fő utca 2. /Kultúrház/",I,N,I,I,44,44,44,15,193,01131852
001,"Somogyszentpál, 001. számú szavazókör",03,"SOMOGY megye, 03. számú OEVK"," Somogyszentpál, Kossuth u. 39. (Sportcsarnok)",I,N,I,I,476,476,476,15,194,01131852
001,"Somogyszil, 001. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK"," Somogyszil, Szabadság u. 25. (Községháza)",I,N,I,I,536,536,536,15,195,01131852
001,"Somogyszob, 001. számú szavazókör",02,"SOMOGY megye, 02. számú OEVK"," Somogyszob, Kossuth Lajos utca 29.",I,N,I,I,560,560,560,15,196,01131852
002,"Somogyszob, 002. számú szavazókör",02,"SOMOGY megye, 02. számú OEVK","7563 Somogyszob, Kossuth Lajos utca 6.",I,N,N,N,693,693,693,15,196,01131852
001,"Somogytúr, 001. számú szavazókör",03,"SOMOGY megye, 03. számú OEVK"," Somogytúr, Árpád utca 34. (Önkormányzati Hivatal)",I,N,I,I,369,369,369,15,197,01131852
001,"Somogyudvarhely, 001. számú szavazókör",02,"SOMOGY megye, 02. számú OEVK","7515 Somogyudvarhely,  Jókai u. 8. (Művelődési Ház)",I,N,I,I,444,444,444,15,198,01131852
002,"Somogyudvarhely, 002. számú szavazókör",02,"SOMOGY megye, 02. számú OEVK","7515 Somogyudvarhely,  Szabadság tér. 1. (Napközi Otthonos Óvoda)",N,N,N,N,415,415,415,15,198,01131852
001,"Somogyvámos, 001. számú szavazókör",03,"SOMOGY megye, 03. számú OEVK","8699 Somogyvámos, Haladás u. 19. (Művelődési Ház)",I,N,I,I,573,573,573,15,199,01131852
001,"Somogyvár, 001. számú szavazókör",03,"SOMOGY megye, 03. számú OEVK"," Somogyvár, Kaposvári utca 4. (Általános iskola és diákotthon)",I,N,I,I,745,745,745,15,200,01131852
002,"Somogyvár, 002. számú szavazókör",03,"SOMOGY megye, 03. számú OEVK","8698 Somogyvár, Kossuth Lajos utca 1. (Óvoda)",I,N,N,N,460,460,460,15,200,01131852
003,"Somogyvár, 003. számú szavazókör",03,"SOMOGY megye, 03. számú OEVK"," Somogyvár, Kardos Lajos utca 12. (kultúrház)",N,N,N,N,110,110,110,15,200,01131852
001,"Somogyzsitfa, 001. számú szavazókör",03,"SOMOGY megye, 03. számú OEVK"," Somogyzsitfa, Mártírok utca 44. /Művelődési Ház/",I,N,I,I,247,247,247,15,201,01131852
002,"Somogyzsitfa, 002. számú szavazókör",03,"SOMOGY megye, 03. számú OEVK"," Somogyzsitfa, Kossuth utca 22. /Művelődési Ház/",I,N,N,N,164,164,164,15,201,01131852
001,"Szabadi, 001. számú szavazókör",01,"SOMOGY megye, 01. számú OEVK"," Szabadi, Kossuth Lajos utca 42. (Polgármesteri Hivatal)",I,N,I,I,227,227,227,15,202,01131852
001,"Szabás, 001. számú szavazókör",02,"SOMOGY megye, 02. számú OEVK"," Szabás, Fő utca 152. (Polgármesteri Hivatal)",I,N,I,I,418,418,418,15,203,01131852
001,"Szántód, 001. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK"," Szántód, Iskola utca 9. (Közösségi Ház)",I,N,I,I,596,596,596,15,204,01131852
001,"Szegerdő, 001. számú szavazókör",03,"SOMOGY megye, 03. számú OEVK"," Szegerdő,  Liget utca 16. (Klubhelyiség)",I,N,I,I,155,155,155,15,205,01131852
001,"Szenna, 001. számú szavazókör",01,"SOMOGY megye, 01. számú OEVK","7477 Szenna, Rákóczi Ferenc u. 1. (Művelődési Ház)",I,N,I,I,594,594,594,15,206,01131852
001,"Szenta, 001. számú szavazókör",02,"SOMOGY megye, 02. számú OEVK"," Szenta, Arany János utca 2. (Nevelési és Műv. Intézmény)",I,N,I,I,301,301,301,15,207,01131852
001,"Szentbalázs, 001. számú szavazókör",01,"SOMOGY megye, 01. számú OEVK"," Szentbalázs, Fő utca 83. (IKSZT)",I,N,I,I,244,244,244,15,208,01131852
001,"Szentborbás, 001. számú szavazókör",02,"SOMOGY megye, 02. számú OEVK"," Szentborbás, Fő utca 28. (Polgármesteri Hivatal)",I,N,I,I,93,93,93,15,209,01131852
001,"Szentgáloskér, 001. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK","7465 Szentgáloskér, Kossuth u. 3. (Idősek klubja)",I,N,I,I,394,394,394,15,210,01131852
001,"Szenyér, 001. számú szavazókör",03,"SOMOGY megye, 03. számú OEVK","8717 Szenyér, Simon utca 1. (Községháza)",I,N,I,I,222,222,222,15,211,01131852
001,"Szilvásszentmárton, 001. számú szavazókör",01,"SOMOGY megye, 01. számú OEVK","7477 Szilvásszentmárton, Fő u. 20. (Faluház)",I,N,I,I,151,151,151,15,212,01131852
001,"Szorosad, 001. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK"," Szorosad, Arany János u. 11. (Kultúrház)",I,N,I,I,80,80,80,15,213,01131852
001,"Szólád, 001. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK","8625 Szólád, Kossuth L. u. 23. (Faluház)",I,N,I,I,464,464,464,15,214,01131852
001,"Szőkedencs, 001. számú szavazókör",03,"SOMOGY megye, 03. számú OEVK"," Szőkedencs, Fő utca 39. /Klubhelyiség/",I,N,I,I,189,189,189,15,215,01131852
001,"Szőlősgyörök, 001. számú szavazókör",03,"SOMOGY megye, 03. számú OEVK"," Szőlősgyörök, Petőfi Sándor utca 48. (Orvosi rendelő)",I,N,I,I,469,469,469,15,216,01131852
002,"Szőlősgyörök, 002. számú szavazókör",03,"SOMOGY megye, 03. számú OEVK"," Szőlősgyörök, Szabadság utca 44. (Általános Iskola)",I,N,N,N,551,551,551,15,216,01131852
001,"Szulok, 001. számú szavazókör",02,"SOMOGY megye, 02. számú OEVK"," Szulok, Szabadság tér 1. (Községháza)",I,N,I,I,486,486,486,15,217,01131852
001,"Tab, 001. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK","8660 Tab, Kossuth Lajos u. 19. (Általános Iskola)",I,N,N,N,676,676,676,15,218,01131852
002,"Tab, 002. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK","8660 Tab, Kossuth Lajos u. 86. (Művelődési Ház)",I,N,I,I,666,666,666,15,218,01131852
003,"Tab, 003. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK","8660 Tab, Petőfi Sándor u. 6-12.  (Általános Iskola)",I,N,N,N,647,648,648,15,218,01131852
004,"Tab, 004. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK","8660 Tab, Petőfi Sándor u. 6-12. (Általános Iskola)",I,N,N,N,722,722,722,15,218,01131852
005,"Tab, 005. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK","8660 Tab, Virág u. 12. (Rudnay Gy. Középiskola)",I,N,N,N,752,752,752,15,218,01131852
001,"Tapsony, 001. számú szavazókör",03,"SOMOGY megye, 03. számú OEVK"," Tapsony, Széchényi tér 15. (Művelődési Ház)",I,N,I,I,434,434,434,15,219,01131852
001,"Tarany, 001. számú szavazókör",02,"SOMOGY megye, 02. számú OEVK"," Tarany, Zrínyi utca 8. (Művelődési Ház)",I,N,I,I,456,456,456,15,220,01131852
002,"Tarany, 002. számú szavazókör",02,"SOMOGY megye, 02. számú OEVK"," Tarany, Szent István utca 17. (Óvoda)",I,N,N,N,459,460,460,15,220,01131852
001,"Taszár, 001. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK"," Taszár, Széchenyi utca 64.  (Esély Alapszolg. Kp.)",I,N,N,N,761,757,757,15,221,01131852
002,"Taszár, 002. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK"," Taszár, Tiszti lakótelep 8. (Önkormányzati Hivatal)",I,N,I,I,804,804,804,15,221,01131852
001,"Táska, 001. számú szavazókör",03,"SOMOGY megye, 03. számú OEVK"," Táska, Arany János utca 2.",I,N,I,I,287,287,287,15,222,01131852
001,"Teleki, 001. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK"," Teleki, Rákóczi út  47. (Művelődési Ház)",I,N,I,I,155,155,155,15,223,01131852
001,"Tengőd, 001. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK"," Tengőd, Petőfi u. 136. (Klubhelyiség)",I,N,I,I,339,338,338,15,224,01131852
001,"Tikos, 001. számú szavazókör",03,"SOMOGY megye, 03. számú OEVK"," Tikos, Iskola utca 16. (Könyvtár)",I,N,I,I,102,102,102,15,225,01131852
001,"Torvaj, 001. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK","8660 Torvaj,  Kossuth Lajos utca 65/A. (Kultúrház)",I,N,I,I,195,195,195,15,226,01131852
001,"Tótújfalu, 001. számú szavazókör",02,"SOMOGY megye, 02. számú OEVK"," Tótújfalu, Szabadság utca 114. (Művelődési Ház)",I,N,I,I,185,185,185,15,227,01131852
001,"Törökkoppány, 001. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK"," Törökkoppány, Kossuth Lajos utca 66. (Polgármesteri Hivatal)",I,N,I,I,336,336,336,15,228,01131852
001,"Újvárfalva, 001. számú szavazókör",03,"SOMOGY megye, 03. számú OEVK"," Újvárfalva, Szabadság tér 12. (Polgármesteri Hivatal)",I,N,I,I,73,73,73,15,229,01131852
002,"Újvárfalva, 002. számú szavazókör",03,"SOMOGY megye, 03. számú OEVK"," Újvárfalva, Dózsa György utca 14. (Kultúrház)",I,N,N,N,99,99,99,15,229,01131852
001,"Varászló, 001. számú szavazókör",03,"SOMOGY megye, 03. számú OEVK"," Varászló, Fő utca 33. (Kultúrotthon)",I,N,I,I,106,106,106,15,230,01131852
001,"Várda, 001. számú szavazókör",03,"SOMOGY megye, 03. számú OEVK","7442 Várda, Fő utca 105. (Könyvtár)",I,N,I,I,362,362,362,15,231,01131852
001,"Vése, 001. számú szavazókör",02,"SOMOGY megye, 02. számú OEVK","8721 Vése, Szabadság tér 6. (Művelődési Ház)",I,N,I,I,581,581,581,15,232,01131852
001,"Visnye, 001. számú szavazókör",02,"SOMOGY megye, 02. számú OEVK"," Visnye, Fő u. 20. (Polgármesteri Hivatal)",I,N,I,I,175,175,175,15,233,01131852
001,"Visz, 001. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK"," Visz, Rákóczi u. 32. (Önkormányzat)",I,N,I,I,139,139,139,15,234,01131852
001,"Vízvár, 001. számú szavazókör",02,"SOMOGY megye, 02. számú OEVK"," Vízvár, Szent István u 8. (Közös Önkormányzati Hivatal)",I,N,I,I,434,434,434,15,235,01131852
001,"Vörs, 001. számú szavazókör",03,"SOMOGY megye, 03. számú OEVK"," Vörs, Alkotmány utca 29. (Kultúrotthon)",I,N,I,I,358,358,358,15,236,01131852
001,"Zala, 001. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK","8660 Zala,  Zichy Mihály u. 31. (Kultúrterem)",I,N,I,I,198,198,198,15,237,01131852
001,"Zamárdi, 001. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK"," Zamárdi, Szabadság tér 4. (Polgármesteri Hivatal)",I,N,I,I,1003,1003,1003,15,238,01131852
002,"Zamárdi, 002. számú szavazókör",04,"SOMOGY megye, 04. számú OEVK"," Zamárdi, Fő utca 115. (Iskola)",N,N,N,N,1228,1228,1228,15,238,01131852
001,"Zákány, 001. számú szavazókör",02,"SOMOGY megye, 02. számú OEVK"," Zákány, Május 1. utca 6. (Polgármesteri Hivatal)",I,N,I,I,409,409,409,15,239,01131852
